category,text,label
Usability,The system must support accessibility standards (WCAG 2.1).,1
Usability,Help and documentation should be available for all major functions.,1
Usability,The system must allow users to undo actions easily.,1
Usability,"Interfaces should have clear labels, icons, and tooltips.",1
Usability,Error messages must be descriptive and guide the user to a solution.,1
Usability,The system should support keyboard shortcuts for frequent operations.,1
Usability,User onboarding should be smooth with guided tutorials.,1
Usability,The interface must be responsive and mobile-friendly.,1
Usability,The layout must maintain clarity and simplicity across all screens.,1
Usability,User actions should require minimal clicks to achieve goals.,1
Usability,Interface animations should be smooth without lag.,1
Usability,System should provide tooltips and contextual help on demand.,1
Usability,Feedback should be immediate for all interactive elements.,1
Usability,All forms must have inline validation to prevent errors.,1
Usability,Some features require moderate user training.,1
Usability,The interface is user-friendly but lacks advanced accessibility features.,1
Usability,Certain functions may be difficult for first-time users.,1
Usability,Usability may vary depending on screen size or resolution.,1
Usability,Help documentation is available but not detailed.,1
Usability,Some feedback messages may be unclear.,1
Usability,Navigation structure is mostly intuitive but could be improved.,1
Usability,System provides partial support for keyboard accessibility.,1
Usability,Some screens are easy to use while others require technical knowledge.,1
Usability,UI consistency is maintained in most but not all sections.,1
Usability,System usability depends on user experience level.,1
Usability,Certain workflows take multiple steps to complete.,1
Usability,User assistance features are available but limited.,1
Usability,The system interface is difficult to understand for new users.,0
Usability,Users require extensive training to use the system effectively.,0
Usability,Error messages are vague and unhelpful.,0
Usability,The application lacks proper navigation menus.,0
Usability,There is no online help or user documentation.,0
Usability,Interface layout is inconsistent and confusing.,0
Usability,User feedback is not displayed after actions.,0
Usability,The system does not follow standard UI conventions.,0
Usability,Users must perform many steps for simple tasks.,0
Usability,The design is not responsive or mobile-friendly.,0
Usability,Accessibility for disabled users is not considered.,0
Usability,The interface contains too much clutter and unclear icons.,0
Usability,No undo or redo functionality is provided.,0
Usability,Users report frustration and confusion during normal operations.,0
Usability,Interface lacks support for multiple languages.,0
Usability,Important user notifications are not visible.,0
Portability,"The system must run seamlessly on Windows, macOS, and Linux.",1
Portability,The application should support both web and mobile platforms.,1
Portability,The software must be easily deployable across multiple cloud providers.,1
Portability,All modules should be platform-independent.,1
Portability,The system must use cross-platform frameworks such as Java or .NET Core.,1
Portability,The software must support containerized deployment using Docker.,1
Portability,The system should operate efficiently across different hardware configurations.,1
Portability,The application must run smoothly on all major browsers.,1
Portability,No OS-specific dependencies should exist.,1
Portability,The codebase should follow standards to enable cross-platform builds.,1
Portability,System configuration files must be independent of platform-specific paths.,1
Portability,The application must support cloud and on-premise environments equally.,1
Portability,The system should use platform-agnostic APIs.,1
Portability,The system can be adapted to other platforms with minor changes.,1
Portability,Some modules are portable while others are OS-dependent.,1
Portability,The software supports Windows and Linux but not macOS.,1
Portability,Mobile compatibility is limited to Android devices.,1
Portability,The system can be deployed on cloud environments with some configuration effort.,1
Portability,The application runs best on one operating system but can work on others with performance issues.,1
Portability,Database layer is portable but UI components depend on platform libraries.,1
Portability,Most scripts are portable except installation scripts.,1
Portability,The system supports limited cross-browser functionality.,1
Portability,The application can be compiled for multiple platforms with manual setup.,1
Portability,Deployment process may vary across environments.,1
Portability,Some dependencies restrict full portability.,1
Portability,The system supports virtualization but not containerization.,1
Portability,The system is designed to run only on Windows.,0
Portability,The application relies on platform-specific APIs.,0
Portability,No consideration was given for cross-platform deployment.,0
Portability,The software cannot be easily moved to another operating system.,0
Portability,System configuration is hardcoded for a single environment.,0
Portability,The application depends on Windows Registry for configuration.,0
Portability,No cloud support is planned for the current version.,0
Portability,The software requires proprietary hardware to operate.,0
Portability,Source code includes OS-specific paths and commands.,0
Portability,The system cannot run on mobile or web platforms.,0
Portability,Dependencies are not available outside the target platform.,0
Portability,The system must be recompiled entirely for another OS.,0
Portability,Migration to another environment would require a full redesign.,0
Portability,"The system must run seamlessly on Windows, macOS, and Linux.",1
Portability,The application should support both web and mobile platforms.,1
Portability,The software must be easily deployable across multiple cloud providers.,1
Portability,All modules should be platform-independent.,1
Portability,The system must use cross-platform frameworks such as Java or .NET Core.,1
Portability,The software must support containerized deployment using Docker.,1
Portability,The system should operate efficiently across different hardware configurations.,1
Portability,The application must run smoothly on all major browsers.,1
Portability,No OS-specific dependencies should exist.,1
Portability,The codebase should follow standards to enable cross-platform builds.,1
Portability,System configuration files must be independent of platform-specific paths.,1
Portability,The application must support cloud and on-premise environments equally.,1
Portability,The system should use platform-agnostic APIs.,1
Portability,System components should not rely on specific hardware features.,1
Portability,Deployment scripts should work on multiple OS without changes.,1
Portability,The system must allow portable updates without affecting existing environments.,1
Portability,System logs and configuration files should be easily transferable.,1
Portability,The system can be adapted to other platforms with minor changes.,1
Portability,Some modules are portable while others are OS-dependent.,1
Portability,The software supports Windows and Linux but not macOS.,1
Portability,Mobile compatibility is limited to Android devices.,1
Portability,The system can be deployed on cloud environments with some configuration effort.,1
Portability,The application runs best on one operating system but can work on others with performance issues.,1
Portability,Database layer is portable but UI components depend on platform libraries.,1
Portability,Most scripts are portable except installation scripts.,1
Portability,The system supports limited cross-browser functionality.,1
Portability,The application can be compiled for multiple platforms with manual setup.,1
Portability,Deployment process may vary across environments.,1
Portability,Some dependencies restrict full portability.,1
Portability,The system supports virtualization but not containerization.,1
Portability,System configuration is hardcoded for a single environment.,0
Portability,The system is designed to run only on Windows.,0
Portability,The application relies on platform-specific APIs.,0
Portability,No consideration was given for cross-platform deployment.,0
Portability,The software cannot be easily moved to another operating system.,0
Portability,Application fails on unsupported platforms.,0
Portability,Deployment requires manual changes for each OS.,0
Portability,System cannot run in containerized environments.,0
Portability,Migration to another environment would require a full redesign.,0
Portability,Source code includes OS-specific paths and commands.,0
Portability,Dependencies are not available outside the target platform.,0
Portability,The system cannot run on mobile or web platforms.,0
Operability,The system must provide real-time monitoring and alerting features.,1
Operability,"Administrators should be able to start, stop, and restart services easily.",1
Operability,System logs must be automatically collected and analyzed.,1
Operability,The application must include a dashboard for operational metrics.,1
Operability,Automatic recovery should occur after system failure.,1
Operability,The system must notify operators immediately of any service outage.,1
Operability,All operational processes should be automated using scripts or tools.,1
Operability,The application must support remote monitoring and control.,1
Operability,Operators should be able to easily perform configuration changes without downtime.,1
Operability,The system must support detailed health checks and uptime reporting.,1
Operability,The application must include diagnostic tools for troubleshooting.,1
Operability,System components should restart automatically after unexpected termination.,1
Operability,The platform should integrate with centralized logging and alert systems.,1
Operability,Maintenance operations should require minimal manual intervention.,1
Operability,Some system operations require manual monitoring.,1
Operability,Basic alerting is available but not automated.,1
Operability,The system can recover from minor failures with limited automation.,1
Operability,"Operators can manage the system, but advanced tools are limited.",1
Operability,Monitoring is available for critical components only.,1
Operability,Manual intervention is required for certain configuration updates.,1
Operability,The system provides limited logs for troubleshooting.,1
Operability,Health checks are implemented but not comprehensive.,1
Operability,"Some maintenance tasks can be automated, others are manual.",1
Operability,Operational performance depends on operator expertise.,1
Operability,Alerts are sent by email but not integrated into a monitoring tool.,1
Operability,Restarting the system requires manual steps.,1
Operability,The application partially supports remote management.,1
Operability,The system requires manual restart after every failure.,0
Operability,No monitoring tools are available for system performance.,0
Operability,System health must be checked manually by administrators.,0
Operability,No logging or alerting mechanisms are implemented.,0
Operability,Operators need to perform complex steps for simple maintenance tasks.,0
Operability,The system cannot recover automatically after a crash.,0
Operability,No remote access is available for operators.,0
Operability,Maintenance requires system downtime.,0
Operability,System status cannot be viewed in real-time.,0
Operability,No diagnostic tools are provided for debugging issues.,0
Operability,Error logs must be manually retrieved from the server.,0
Operability,The system does not notify operators of failures.,0
Operability,Configuration changes require redeployment.,0
Operability,System operations depend heavily on manual scripts.,0
Operability,The system must provide real-time monitoring and alerting features.,1
Operability,"Administrators should be able to start, stop, and restart services easily.",1
Operability,System logs must be automatically collected and analyzed.,1
Operability,The application must include a dashboard for operational metrics.,1
Operability,Automatic recovery should occur after system failure.,1
Operability,The system must notify operators immediately of any service outage.,1
Operability,All operational processes should be automated using scripts or tools.,1
Operability,The application must support remote monitoring and control.,1
Operability,Operators should be able to easily perform configuration changes without downtime.,1
Operability,The system must support detailed health checks and uptime reporting.,1
Operability,The application must include diagnostic tools for troubleshooting.,1
Operability,System components should restart automatically after unexpected termination.,1
Operability,The platform should integrate with centralized logging and alert systems.,1
Operability,Maintenance operations should require minimal manual intervention.,1
Operability,System operations should remain stable under high load.,1
Operability,Operational metrics should be accessible via APIs.,1
Operability,The system should self-diagnose potential issues proactively.,1
Operability,Some system operations require manual monitoring.,1
Operability,Basic alerting is available but not automated.,1
Operability,The system can recover from minor failures with limited automation.,1
Operability,"Operators can manage the system, but advanced tools are limited.",1
Operability,Monitoring is available for critical components only.,1
Operability,Manual intervention is required for certain configuration updates.,1
Operability,The system provides limited logs for troubleshooting.,1
Operability,Health checks are implemented but not comprehensive.,1
Operability,"Some maintenance tasks can be automated, others are manual.",1
Operability,Operational performance depends on operator expertise.,1
Operability,Alerts are sent by email but not integrated into a monitoring tool.,1
Operability,Restarting the system requires manual steps.,1
Operability,The application partially supports remote management.,1
Operability,The system requires manual restart after every failure.,0
Operability,No monitoring tools are available for system performance.,0
Operability,System health must be checked manually by administrators.,0
Operability,No logging or alerting mechanisms are implemented.,0
Operability,Operators need to perform complex steps for simple maintenance tasks.,0
Operability,The system cannot recover automatically after a crash.,0
Operability,No remote access is available for operators.,0
Operability,Maintenance requires system downtime.,0
Operability,System status cannot be viewed in real-time.,0
Operability,No diagnostic tools are provided for debugging issues.,0
Operability,Error logs must be manually retrieved from the server.,0
Operability,The system does not notify operators of failures.,0
Operability,Configuration changes require redeployment.,0
Operability,System operations depend heavily on manual scripts.,0
Operability,The system cannot operate during network outages.,0
Operability,Operators cannot perform remote updates or fixes.,0
Operability,Critical failures require full system reboot manually.,0
Operability,No automated recovery or backup procedures are available.,0
